country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
France,1900,12459,LA GROUTTE,500,235,238,46.6898,2.5101,"The hoard was found north of the village, in 3 ceramic vessels. It comprised c. 500 bronze coins. 180 sestertii, dupondii and asses from Vespasian to Maximinus I Thrax (AD 235-238).",NA
Israel,2005,7585,YOTVATA,34,354,358,29.896,35.059,The hoard comprised between 31 and 34 bronze coins primarily dating to the mid-4th century AD. It was found deposited in a pit close to a water feature (possibly a latrine) within a Roman fort.,Israel Antiquities Authority (IAA 144857-144929)
Belgium,1859,8203,ANDERLECHT,5,260,269,50.8347,4.3103,5 antoniniani (radiates): Valerian I and Gallienus (AD 253-269),NA
France,1865,10883,VILLENEUVE-SUR-LOT 1865,2,90,91,44.408,0.707,"2 aurei found within the modern prison ground, all in the same year. They are presented as single finds in bibliography: Tiberius, Domitian.",NA
UK,1840,14888,BAWTRY BRIDGE,8,200,296,53.420803,-1.0233912,"HER record of 8 radiates found ""below st1 bridge"".",NA
Romania,1972,2644,BUMBEŞTI-JIU 1972,195,246,246,45.1762,23.3806,"195 silver coins: 102 denarii, 93 antoniniani: Commodus - Philip (AD 246); silver w8: 232.3-420.8 g.","County Museum Gorj, Tg. Jiu, Romania; Ion Luben collection, Bucharest (3 coins)"
UK,1930,12870,GIBRALTAR,224,87,87,36.141,-5.354,The coins are plated denarii or ancient forgery with superb style depicting the portraits of Vespasian and Nero.,NA
France,2006,13040,CARVIN 2006,247,260,268,50.491515,2.958107,247 antoniniani (radiates): Gordiasn III - Gallienus (sole) (AD 260-268).,NA
Poland,1994,16238,ULANÓW,26,176,177,50.492263,22.267148,26 denarii: Republic - Marcus Aurelius (AD 176-177).,NA
UK,1937,14579,COLLITON PARK,9,317,326,50.708747,-2.4545582,"Hoard from the excavated Town House at Colliton Park, Dorchester (excavated 1937-8 and published in Durham and Fulford 2014, 59). 9 coins were found near the East door of room 13, building 182. However in revaluation (ibid) these were thought to be a residual scatter. In his report, Reece (same volume p.103) notes the presence of this hoard and 5 others identified by Mark Corney (2 first to third century and 3 Theodosian). However his report does not attribute these hoard coins to particular hoards and they are therefore difficult to reconstruct.The latest coin in this hoard was of Crispus AD 317-326, though the hoard coins from this hoard do not appear to be in Reece's catalogue.",NA
Israel,1997,7497,EN-GEDI 1997 C,6,378,383,31.451,35.384,The hoard comprised 6 bronze coins dated between AD 318-319 and AD 378-383.,Israel Antiquities Authority (IAA 98740-98745)
Belgium,1980,8502,GIVRY 1980-1983,62,253,256,50.379,4.03,"62 coins: 1 aureus, 56 denarii and 5 antoniniani (radiates): Septimius Severus - Valerian I (AD 253-256).",NA
Belgium,1900,6932,MARCHOVELETTE,868,303,303,50.523,4.941,"868 coins: 346 antoniniani (radiates), 522 nummi: Treboniaus Gallus: Volusian - Tetrarchy (AD 303)","Archaeological Museum, Namur, Belgium (868 coins)"
France,1860,5749,TOURVILLE-LA-RIVIÈRE,6,271,274,49.328,1.105,"The hoard was found in 2 boxes next to a lead coffin in a Gallo-Roman cemetery. The boxes contained masses of radiates and included amongst them, issues of Postumus and Tetricus I. Found in a sandpit.",NA
Bulgaria,1940,10156,SLAVSHTITSA,100,200,294,43.053388,24.3423059,Circa 100 silver coins of the 2nd-3rd centuries AD were found in a ceramic vessel. Scattered.,Dispersed
Turkey,1991,8170,KAPULUKAYA,21,378,378,39.73,33.483,The hoard contains 21 gold solidi struck in Antioch and ranging in date from Valentinian I to Valentinian II.,Yüksel Erimtan
Germany,1902,17065,KÖLN - ST. MARIA IM KAPITOL XI,66,324,330,50.934555377771,6.9586167681326,"The coins came into the possession of H.J. Lückger. Variants and features of this collection were published in 1902. Since only particular specimens were made known in the menti1d publication, it is believed that this only represents a small part. It is unknown how many coins from the hoard actually made it into the possession of Lückger.",Private collection
Egypt,1905,7772,TELL EL-HEIR A30,7,67,70,30.9733,32.4453,"7 Jewish coin, including 3 of the first uprising (AD 67-70).","Museum, Ismailia"
Croatia,1968,3247,GARČIN 1968,51,259,259,45.182,18.182,The hoard comprised 51 antoniniani (radiates) from Gordian III to Valerian II with a tpq of AD 258. Hobbs estimates a silver w8 of 65g.,Muzej Brodskog Posavlja (50)
UK,2008,2004,WOODBRIDGE AREA 2008,8,402,406,52.206085,1.4379409,"8 solidi, ranging from Valentinian II to Honorius, AD 406.",NA
Bulgaria,1957,10169,BLAGOEVO,128,222,235,43.457,26.404,128 provincial bronze coins: Antoninus Pius - Severus Alexander (AD 222-235).,"Archaeological Museum, Veliko Tarnovo, Bulgaria; inv.nos. 1022-1141"
Belgium,1905,3104,PAAL,500,238,238,51.04,5.172,(500-600) 142 denarii: Vespasian - Balbinus (AD 238); silver w8: 771.6-1621.0 g.,"Cabinet des Médailles, Bruxelles, Belgium (11 coin); collection L. Renard-Grenson (113 coins), Liège, Belgium; private collection (22 coins)."
France,1920,5646,BOULOGNE-SUR-MER 1920-1950 - SURROUNDINGS,1218,402,420,50.725,1.613,The hoard comprised 1218 antoniniani (radiates) and nummi from Gallienus to Honorius. Mint distribution is given but not explicitly linked to individual coins. TAF states that the abundance of 'cut' coins suggests a deposition date of approximately AD 420. R. Delmaire mentions circa 1330 coins.,"Musée de Boulogne-sur-Mer, France"
Belgium,1936,8256,LAUWE,3,306,307,50.795,3.185,"3 bronze coins: 1 sestertius, 2 nummi: Gordian III, Maximianus, Severus II (AD 306-307).","E. Buysse, Lauwe, Belgium (3 coins), in 1960; vicar Vercauteren, Lauwe, Belgium (3 coins), in 1960"
Bulgaria,1967,10272,YUDELNIK,520,242,243,43.858,26.256,A large number of denarii and antoniniani was found in a ceramic vessel. 520 denarii are kept in the museum of Ruse: Vitellius - Gordian III (AD 242-243).,"Ruse Regional Museum of History, Bulgaria; inv.no. 1705"
India,1928,18026,GUMADA,23,202,210,18.9,83.466667,"This hoard of 20 3 coins was found in 1928, and it consists mostly of cast imitations of the second-century aurei. Many of them are mould-linked.","Madras Museum, Chennai"
Belgium,1574,8347,KESTER 1574,600,244,249,50.764,4.119,"c. 600 silver coins found with a bronze vessel (urna aerea): Gordian III, Philip I, Philip II.",NA
Spain,1901,6238,TORREBLANCA,204,180,192,40.22,0.195,"204 aurei found with a ceramic vessel, 97 pieces studied: Nerva - Commodus.",NA
France,1972,7018,GRIGNY,53,388,402,48.654,2.396,"The hoard was found within a wall during the excavation of a Roman villa and comprised 53 bronze coins, including 1 Iron Age issue and 52 nummi of the House of Constantine and House of Theodosius.",NA
Portugal,1970,13014,SÃO MARCOS DA SERRA,10,300,303,37.362,-8.378,"Unknown originally number of coins: ""a large quantity of Roman coins"". Only 10 nummi of the first Tetrarchy.",NA
Sri Lanka,1952,18442,KOSGODA - GAL VIHARA,141,380,470,6.3384644333569,80.02890908474,Hoard of 140 Naimana imitations and 1 Roman coin - nummus (AE4) (AD 380-470) was found at a Buddhist site (Gal Vihara).,"Colombo National Museum, Sri Lanka (inv.no. 52-15-261)"
Egypt,1933,7980,KOM AUSHIM A145,1439,295,296,29.51985,30.90206,1439 tetradrachms of Alexandria: Claudius II - Diocletian-Maximian (AD 295-296) found as a heap in an underground room during excavations of a house.,Ann Arbor
Germany,1867,18971,LADENBURG,2,64,65,49.477878886525,8.6505300479921,"2 aurei of Nero, same type (AD 64-65).",NA
Ukraine,2012,18661,BUZHANY,265,193,211,50.356907904389,24.784977900362,"According to the finders, the hoard was found with the help of a metal detector in a ploughed field between the villages of Buzhany and Rzhyshchiv. It contained 265 denarii, 2 silver fibulae, a ring-shaped silver pendant, an iron axe and several fragments of other (unidentified) objects. The main part of the hoard - coins, axe and brooch - was in the lower part of the clay pot, of which, in general, only a few fragments have survived. Other items from the treasure were spotted 3-4 meters away. They were probably contained in the upper part of the same vessel, broken by a tractor plough. That is, the pot was at a depth of only 35-40 cm and was destroyed during the cultivation of the land by the modern method of deep ploughing. Today the hoard is in a private collection.",Private collection
Ukraine,2017,20695,IVANO-FRANKIVSK - NEAR,385,161,180,48.9173843564,24.704766,"A hoard of at least 385 Roman imperial denarii: Nero - Marcus Aurelius (AD 161-180) was allegedly discovered in the late 2010s in the vicinity of Ivano-Frankivsk. The hoard contained mostly coins of ""early mintages"", and the latest 1s date back to the time of Antoninus Pius and Marcus Aurelius (10-15 such coins in total). No further information.",NA
Belgium,1787,4474,SAINT-DENIJS-WESTREM,7,407,411,51.02,3.67,7 solidi: Valentinian I - Constantine III (AD 407-411); gold w8: 31.15 g.,"Collection De Bast (7 coins), in 1802"
UK,1987,1859,DOWNSIDE,542,316,316,51.257081,-2.5029383,"A hoard of 538 bronze nummi ranging to AD 316 and discovered in a field to the north of Downside Abbey, Stratton on the Fosse. The site lies approximately 400 metres to the west of the Fosse Way in an area that has produced other Romano-British material. The list includes 4 coins ""found in the close vicinity of the hoard"".",Somerset County Museums Service (part)
Romania,1925,9141,JUPA 1925,971,388,393,45.466,22.189,"(1616) 971 bronze: 2 antoniniani, 1 plated denarius, 1 as, 1 imitation, 966 nummi: Trajan - Arcadius (AD 388-393)","Muzeul de Istorie, Etnografie și Artă Plastică, Lugoj, Romania"
Netherlands,1800,9904,GRONINGEN AREA 1800-1900,3,98,117,53.25,6.73,3 aurei of Trajan found in a mound in the region of Groningen.,Collection unknown
Germany,1892,16540,WEIßENBURG,30,251,253,49.03081,10.96251,"30 antoninianii, ranging from Gordian III to Volusian, were unearthed at the Roman fort Biriciana, on the via principalis near the porta dextra during excavations in 1892.",Museum Weissenburg
Bulgaria,1983,10240,NIKJUP 1983,50,238,244,43.218,25.6121,Unknown initial number of provincial bronze coins. 50 coins are kept in the museum collection in Sofia: Septimius Severus - Gordian III (AD 238-244),"National History Museum, Sofia, Bulgaria; inv. nos. 22 092-22 141 (50 coins)"
Ukraine,1876,18212,KYIV 1876,200,365,366,50.512142794362,30.49374179378,A hoard of 200 silver and bronze coins was dispersed: 44 provincial coins of Antioch (Pisidia) and 13 nummi of the period of AD 306-366).,"University Museum, Kyiv, Ukraine (57 coins; inv.no. 2593)"
Italy,2003,12497,CURAGO,11,244,246,46.176,12.366,The hoard comprised 11 sestertii: Hadrian-Philip I (117-246 AD).,"Soprintendenza per i Beni Archeologici del Veneto, Padova, Italy"
Portugal,1900,17813,CIVIDADE DE TERROSO,113,393,395,41.4129,-8.7203,113 coins: Gallienus - Theodosius I (AD 393-395).,"Museu Municipal de Etnografia e História da Póvoa de Varzim, Portugal; private collection"
Greece,1988,5403,MYTILENE,50,251,253,39.107,26.557,"A hoard of 50 coins found in a Roman building: 18 antoniniani (radiates), 4 denarii, 3 sestertii, 1 dupondius, 24 provincial bronzes: Antoninus Pius - Trebonianus Gallus (AD 251-253).",Mytilene Museum
France,1714,5727,ROUEN AREA,6,260,269,49.443232,1.099971,The hoard was found in a large iron pot and comprised approximately 29 kilos (close to 120 marcs) of Roman silver coins. The coins were denarii and antoniniani (radiates) from the reign of Septimius Severus to Gallienus and Postumus. Cochet suggested purely hypothetically that this hoard was found in Saint-André-Sur-Cailly.,NA
Portugal,1934,17751,GUILHABREU,13,364,392,41.292,-8.6374,Unknown original number of coins found with a ceramic vessel. Only 13 nummi are now known: Constantine I - House of Valentinian I (AD 364-392),"Serviço de Arqueologia da Câmara Municipal de Vila do Conde, Portugal"
Turkey,1985,10353,TECDE,7,462,466,38.324,38.282,"A purse containing 7 gold coins (solidi and tremissi), minted between AD 424 - 468 CE by the eastern Roman emperors in Constantinopolis, found 20 km south-west of anc. Meli10e.",Museum of Malatya
Bulgaria,1966,12287,PTICHAR,13,244,249,41.4592,25.3777,"Large hoard found while ploughing. Only 13 antoniniani identified: Caracalla 7, Philip I 6.",NA
Germany,1989,5481,REGENSBURG-KUMPFMÜHL,638,165,166,49.007871091391,12.082502204616,"The hoard was hidden inside the camp: 25 aurei, 610 denarii, 2 asses, 1 quadrans, as well as gold and silver jewelry in a bronze cauldron: Republic - Marcus Aurelius (AD 165-166).","Historischen Museum der Stadt Regensburg, Germany"
UK,1990,15318,SOMERTON 1990,31,10,40,52.145626,0.64387018,"A scattered hoard of 31 staters of Cunobelin, found on 3 occasions between 7 October and 2 November 1990, including 9 linear type, 13 wild, 5 plastic and 4 classic.",NA
Israel,1987,7592,GAMLA,27,60,63,32.902823755191,35.740585520741,The hoard comprised 20 Tyrian shekels (AD 8/9- AD 60/3) and 7 tetradrachms of Nero (AD 54-68).,Israel Antiquities Authority (IAA 21877-21903)
Italy,1896,14382,APPIANO,1000,270,275,45.733044,8.97988,"Around 1000 antoniniani (radiates) found with an amphora. Among coins, issues of Gallienus, Salonina, Saloninus, Claudius II, Quintillus, Aurelian (AD 270-275).",NA
UK,1989,15227,LAVERSTOCK,4,-60,-20,51.087066,-1.7586595,"4 Durotrigan base silver staters, which may perhaps have come from a hoard, confiscated from metal detectorists.",NA
Tunisia,1965,5383,UTIQUE,336,253,268,37.056,10.059,A hoard of 300-400 antoniniani (radiates). 336 coins were examined by Salama at the home of a dealer in Tunis on 6.5.1965: Gordian III - Valerian I and Gallienus/Gallienus (sole) (AD 253-268).,NA
Egypt,1933,7881,KOM AUSHIM A94,747,262,263,29.52005,30.90226,Over 747 billon tetradrachms of Alexandria: Vespasian - Gallienus (sole) (AD 262-263) found in a pile on the floor of an underground room during excavations of a house.,"744 in Ann Arbor, the rest in various Egyptian museums"
Poland,2016,13410,CHREPTOWCE,192,193,211,53.498333,23.637222,192 denarii: Nerva - Septimius Severus (AD 193-211).,"Museum, Białystok, Poland"
Spain,1970,17863,GIRONA - AREA,23,410,411,41.978113350035,2.8181210703671,"23 siliquae found in unknown circumstances in the area of Girona: Gratian 4, Horius 4, Maximus of Barcelona 15 (AD 410-411).",NA
Bulgaria,1962,10439,CHERNOGLAVTSI 1962,11,244,249,43.54,27.0028,"Unknown quantity of bronze coins. Among them issues of Severus Alexander, Gordian III, Philip I. 11 pieces entered the museum collection in Shumen.","Regional History Museum, Shumen, Bulgaria; inv. no. 3902-3912 (11 coins)"
France,1876,6297,SAINT-NIZIER-LE-BOUCHOUX,5,180,192,46.459,5.151,"The hoard comprised 5 sestertii, dupondii or asses from Tiberius to Commodus and was found in association with a key handle, an incense burner, 2 statues (1 being of Mercury) and a statue base. The remains of a Roman building, the function of which was undetermined, was found close by.",NA
Italy,1874,12968,"POMPEI V, I, 13 - CAUPONA (TAVERN)",38,-32,-29,40.753,14.486,38 coins: 16 denarii and 22 bronze coins found together in a tavern in the 19th century. Only 12 denarii could be re-identified:,"Il Medagliere del Museo Archeologico Nazionale di Napoli, Italy"
Israel,1960,7573,KALANSAWA,19,222,235,32.286,34.981,The hoard comprised 19 Provincial bronzes of Severus Alexander issued in Caesarea Maritima.,NA
France,1963,5495,BORDEAUX 1963,86,197,197,44.838,-0.579,"The hoard comprised 86 sestertii from Vespasian to Septimius Severus, although the author proposes a deposition date in the reign of Postumus.",NA
UK,1762,367,CARLISLE 1762,700,141,161,54.85054,-2.8892781,"About 700 Roman coins were found in a ford in the river Pettarel near Carlisle in 1762. Coins seem to range from Nero to Faustina. A list of 64 of them (1 aureus, 62 denarii and 1 sestertius) exists.",NA
Poland,1970,6141,ŻULICE,418,164,180,50.532,23.809,"Around 418 silver coins: 416 denarii, 2 drachms: Nero - Marcus Aurelius (Lucilla) (AD 164-180).","Muzeum, Koszalinie; Muzeum Zamojskie, Zamość; private collections, Poland"
Italy,2008,13889,CAMPO DELLA FIERA,221,-7,-7,42.712526,12.09646,"In the Fanum Voltumnae with a st1 container 221 coins: 185 republican asses, 2 republican denarii, 1 republican quinarius, 18 imitations of issue ""Divus Iulius"" (RRC 535/1), 15 imperial asses of the IIIviri series (AD 15 BC).",NA
